pin,slack
line_write_read_0/Image_Enhancement_0/s_term1_b[16]:D,5374
line_write_read_0/Image_Enhancement_0/s_term1_b[16]:EN,4571
line_write_read_0/Image_Enhancement_0/s_term1_b[16]:Q,6857
line_write_read_0/xy_display_1/RPOINTS_0/next_index_base[0]:ALn,
line_write_read_0/xy_display_1/RPOINTS_0/next_index_base[0]:CLK,6272
line_write_read_0/xy_display_1/RPOINTS_0/next_index_base[0]:D,8856
line_write_read_0/xy_display_1/RPOINTS_0/next_index_base[0]:Q,6272
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[0],8290
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[10],8702
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[11],8704
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[12],8726
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[13],8721
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[1],8283
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[2],8274
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[3],8268
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[4],8282
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[5],8563
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[6],8541
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[7],8748
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[8],8775
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ADDR[9],8758
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_ARST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_BLK[0],8855
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_BLK[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_BLK[2],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_CLK,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[0],8644
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[10],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[11],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[12],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[13],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[14],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[15],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[16],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[17],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[2],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[3],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[4],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[5],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[6],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[7],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[8],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DIN[9],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DOUT[0],4569
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DOUT_ARST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DOUT_CLK,4569
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DOUT_EN,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_DOUT_SRST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_WEN[0],8396
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:A_WEN[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[0],8272
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[10],8644
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[11],8654
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[12],8687
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[13],8738
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[1],8243
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[2],8257
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[3],8275
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[4],8226
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[5],8554
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[6],8537
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[7],8701
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[8],8722
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ADDR[9],8717
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_ARST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_BLK[0],8815
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_BLK[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_BLK[2],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_CLK,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[0],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[10],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[11],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[12],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[13],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[14],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[15],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[16],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[17],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[2],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[3],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[4],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[5],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[6],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[7],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[8],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DIN[9],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DOUT[0],5788
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DOUT_ARST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DOUT_CLK,5788
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DOUT_EN,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_DOUT_SRST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_WEN[0],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C3/INST_RAM1K18_IP:B_WEN[1],
line_write_read_0/xy_generator_0/un8_data_valid_i_3:A,2231
line_write_read_0/xy_generator_0/un8_data_valid_i_3:B,2142
line_write_read_0/xy_generator_0/un8_data_valid_i_3:C,2095
line_write_read_0/xy_generator_0/un8_data_valid_i_3:D,1967
line_write_read_0/xy_generator_0/un8_data_valid_i_3:Y,1967
ip_interface_inst:B,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C0/FF_24:CLK,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C0/FF_24:IPCLKn,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_167:IPB,
line_write_read_0/xy_display_1/WPOINTS_0/s_state_s46_0_a10:A,4525
line_write_read_0/xy_display_1/WPOINTS_0/s_state_s46_0_a10:B,3501
line_write_read_0/xy_display_1/WPOINTS_0/s_state_s46_0_a10:C,3256
line_write_read_0/xy_display_1/WPOINTS_0/s_state_s46_0_a10:Y,3256
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[0],8290
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[10],8702
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[11],8704
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[12],8726
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[13],8721
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[1],8283
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[2],8274
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[3],8268
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[4],8282
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[5],8563
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[6],8541
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[7],8748
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[8],8775
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ADDR[9],8758
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_ARST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_BLK[0],8876
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_BLK[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_BLK[2],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_CLK,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[0],8644
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[10],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[11],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[12],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[13],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[14],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[15],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[16],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[17],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[2],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[3],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[4],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[5],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[6],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[7],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[8],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DIN[9],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DOUT[0],4758
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DOUT_ARST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DOUT_CLK,4758
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DOUT_EN,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_DOUT_SRST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_WEN[0],8396
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:A_WEN[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:B_ADDR[0],8272
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:B_ADDR[10],8644
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:B_ADDR[11],8654
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C4/INST_RAM1K18_IP:B_ADDR[12],8687
